2.04E-05, 2.22E-05, 2.42E-05, 2.65E-05, 2.92E-05, 3.24E-05, 3.60E-05, 4.03E-05, 4.54E-05, 5.16E-05, 5.90E-05, 6.82E-05, 7.98E-05, 9.44E-05, 1.13E-04, 1.39E-04, 1.74E-04, 2.23E-04, 2.95E-04, 4.09E-04, 5.98E-04, 9.43E-04, 1.65E-03, 3.30E-03, 7.42E-03, 2.01E-02, 3.42E-02, 2.21E-02, 1.26E-02, 7.41E-03, 4.66E-03, 3.11E-03, 2.19E-03, 1.61E-03, 1.22E-03, 9.58E-04, 7.68E-04, 6.28E-04, 5.22E-04, 4.41E-04, 3.76E-04, 3.25E-04, 2.83E-04, 2.49E-04, 2.20E-04, 1.96E-04, 1.76E-04, 1.59E-04, 1.44E-04, 1.31E-04, 1.20E-04
2.09E-05, 2.27E-05, 2.49E-05, 2.73E-05, 3.01E-05, 3.34E-05, 3.73E-05, 4.18E-05, 4.72E-05, 5.38E-05, 6.18E-05, 7.17E-05, 8.42E-05, 1.00E-04, 1.21E-04, 1.50E-04, 1.89E-04, 2.46E-04, 3.33E-04, 4.73E-04, 7.18E-04, 1.20E-03, 2.29E-03, 5.31E-03, 1.58E-02, 2.42E-02, 2.92E-02, 1.85E-02, 1.10E-02, 6.66E-03, 4.27E-03, 2.89E-03, 2.06E-03, 1.52E-03, 1.17E-03, 9.17E-04, 7.38E-04, 6.06E-04, 5.05E-04, 4.27E-04, 3.66E-04, 3.16E-04, 2.76E-04, 2.43E-04, 2.15E-04, 1.92E-04, 1.73E-04, 1.56E-04, 1.41E-04, 1.29E-04, 1.18E-04
2.14E-05, 2.33E-05, 2.55E-05, 2.81E-05, 3.10E-05, 3.45E-05, 3.85E-05, 4.33E-05, 4.90E-05, 5.60E-05, 6.45E-05, 7.51E-05, 8.86E-05, 1.06E-04, 1.29E-04, 1.60E-04, 2.04E-04, 2.69E-04, 3.69E-04, 5.33E-04, 8.29E-04, 1.42E-03, 1.55E-03, 3.21E-03, 8.09E-03, 1.01E-02, 1.36E-02, 8.67E-03, 5.60E-03, 5.98E-03, 3.90E-03, 2.68E-03, 1.93E-03, 1.44E-03, 1.11E-03, 8.77E-04, 7.09E-04, 5.84E-04, 4.88E-04, 4.14E-04, 3.55E-04, 3.08E-04, 2.69E-04, 2.37E-04, 2.11E-04, 1.88E-04, 1.69E-04, 1.53E-04, 1.39E-04, 1.26E-04, 1.16E-04
2.19E-05, 2.39E-05, 2.62E-05, 2.88E-05, 3.19E-05, 3.55E-05, 3.97E-05, 4.48E-05, 5.08E-05, 5.81E-05, 6.72E-05, 7.85E-05, 9.29E-05, 1.12E-04, 1.36E-04, 1.71E-04, 2.19E-04, 2.24E-04, 2.99E-04, 4.17E-04, 6.17E-04, 9.88E-04, 1.76E-03, 1.96E-03, 4.13E-03, 4.77E-03, 6.37E-03, 4.38E-03, 4.99E-03, 3.38E-03, 2.39E-03, 1.75E-03, 1.33E-03, 1.03E-03, 1.05E-03, 8.38E-04, 6.80E-04, 5.62E-04, 4.71E-04, 4.01E-04, 3.45E-04, 2.99E-04, 2.62E-04, 2.31E-04, 2.06E-04, 1.84E-04, 1.66E-04, 1.50E-04, 1.36E-04, 1.24E-04, 1.14E-04
2.24E-05, 2.45E-05, 2.69E-05, 2.96E-05, 3.28E-05, 3.65E-05, 4.09E-05, 4.62E-05, 5.25E-05, 6.02E-05, 6.08E-05, 7.05E-05, 8.27E-05, 9.83E-05, 1.19E-04, 1.46E-04, 1.84E-04, 2.39E-04, 3.21E-04, 4.50E-04, 6.69E-04, 7.12E-04, 1.16E-03, 2.09E-03, 2.32E-03, 2.57E-03, 3.33E-03, 4.00E-03, 2.82E-03, 2.06E-03, 2.21E-03, 1.64E-03, 1.25E-03, 9.79E-04, 7.86E-04, 6.42E-04, 5.34E-04, 4.50E-04, 3.84E-04, 3.32E-04, 2.89E-04, 2.91E-04, 2.55E-04, 2.26E-04, 2.01E-04, 1.80E-04, 1.62E-04, 1.47E-04, 1.33E-04, 1.22E-04, 1.12E-04
2.29E-05, 2.30E-05, 2.52E-05, 2.76E-05, 3.05E-05, 3.39E-05, 3.78E-05, 4.24E-05, 4.80E-05, 5.47E-05, 6.30E-05, 7.32E-05, 8.60E-05, 1.03E-04, 1.24E-04, 1.53E-04, 1.94E-04, 2.52E-04, 2.61E-04, 3.54E-04, 5.02E-04, 7.55E-04, 8.07E-04, 1.32E-03, 1.43E-03, 1.55E-03, 1.94E-03, 2.30E-03, 1.74E-03, 1.92E-03, 1.45E-03, 1.13E-03, 8.97E-04, 9.29E-04, 7.49E-04, 6.15E-04, 5.13E-04, 4.34E-04, 3.71E-04, 3.21E-04, 2.80E-04, 2.47E-04, 2.19E-04, 1.95E-04, 1.75E-04, 1.58E-04, 1.43E-04, 1.30E-04, 1.19E-04, 1.09E-04, 1.10E-04
0.00E+00, 2.35E-05, 2.57E-05, 2.83E-05, 3.13E-05, 3.47E-05, 3.88E-05, 4.37E-05, 4.94E-05, 5.64E-05, 6.50E-05, 7.57E-05, 8.92E-05, 1.07E-04, 1.09E-04, 1.32E-04, 1.64E-04, 2.09E-04, 2.73E-04, 3.71E-04, 3.88E-04, 5.54E-04, 5.87E-04, 8.91E-04, 9.52E-04, 1.02E-03, 1.24E-03, 1.44E-03, 1.15E-03, 1.26E-03, 1.00E-03, 1.06E-03, 8.50E-04, 6.93E-04, 5.74E-04, 4.82E-04, 4.10E-04, 4.18E-04, 3.59E-04, 3.11E-04, 2.72E-04, 2.40E-04, 2.13E-04, 1.90E-04, 1.71E-04, 1.54E-04, 1.40E-04, 1.28E-04, 1.17E-04, 1.07E-04, 0.00E+00
0.00E+00, 2.40E-05, 2.63E-05, 2.89E-05, 3.20E-05, 3.56E-05, 3.98E-05, 4.48E-05, 5.08E-05, 5.81E-05, 5.88E-05, 6.80E-05, 7.94E-05, 9.38E-05, 1.13E-04, 1.37E-04, 1.71E-04, 1.76E-04, 2.24E-04, 2.95E-04, 3.08E-04, 4.21E-04, 4.43E-04, 6.35E-04, 6.71E-04, 7.09E-04, 8.42E-04, 9.71E-04, 8.00E-04, 8.79E-04, 7.22E-04, 7.69E-04, 6.34E-04, 5.31E-04, 5.50E-04, 4.63E-04, 3.95E-04, 3.41E-04, 2.97E-04, 2.61E-04, 2.31E-04, 2.33E-04, 2.08E-04, 1.86E-04, 1.67E-04, 1.51E-04, 1.37E-04, 1.25E-04, 1.15E-04, 1.05E-04, 0.00E+00
0.00E+00, 2.45E-05, 2.68E-05, 2.96E-05, 3.27E-05, 3.30E-05, 3.68E-05, 4.12E-05, 4.65E-05, 5.28E-05, 6.05E-05, 6.99E-05, 8.17E-05, 9.67E-05, 9.87E-05, 1.19E-04, 1.45E-04, 1.81E-04, 1.87E-04, 2.40E-04, 3.16E-04, 3.30E-04, 3.44E-04, 4.73E-04, 4.96E-04, 5.19E-04, 6.05E-04, 6.89E-04, 5.84E-04, 6.40E-04, 6.90E-04, 5.75E-04, 4.87E-04, 5.09E-04, 4.32E-04, 3.71E-04, 3.22E-04, 3.30E-04, 2.88E-04, 2.53E-04, 2.24E-04, 2.00E-04, 1.79E-04, 1.62E-04, 1.46E-04, 1.33E-04, 1.34E-04, 1.23E-04, 1.13E-04, 1.03E-04, 0.00E+00
0.00E+00, 0.00E+00, 2.51E-05, 2.76E-05, 3.04E-05, 3.37E-05, 3.76E-05, 4.22E-05, 4.76E-05, 5.41E-05, 6.20E-05, 6.30E-05, 7.30E-05, 8.55E-05, 1.01E-04, 1.22E-04, 1.25E-04, 1.53E-04, 1.92E-04, 1.98E-04, 2.55E-04, 2.64E-04, 3.50E-04, 3.64E-04, 3.79E-04, 3.95E-04, 4.53E-04, 5.10E-04, 5.65E-04, 4.82E-04, 5.19E-04, 4.43E-04, 4.68E-04, 4.00E-04, 3.46E-04, 3.58E-04, 3.11E-04, 2.73E-04, 2.41E-04, 2.14E-04, 2.18E-04, 1.95E-04, 1.75E-04, 1.58E-04, 1.43E-04, 1.30E-04, 1.19E-04, 1.10E-04, 1.01E-04, 0.00E+00, 0.00E+00
0.00E+00, 0.00E+00, 2.56E-05, 2.81E-05, 3.10E-05, 3.44E-05, 3.84E-05, 3.88E-05, 4.36E-05, 4.93E-05, 5.61E-05, 6.45E-05, 7.48E-05, 7.62E-05, 8.94E-05, 1.06E-04, 1.28E-04, 1.32E-04, 1.62E-04, 1.67E-04, 2.09E-04, 2.16E-04, 2.78E-04, 2.88E-04, 2.99E-04, 3.10E-04, 3.51E-04, 3.91E-04, 4.30E-04, 3.75E-04, 4.02E-04, 3.50E-04, 3.69E-04, 3.22E-04, 3.35E-04, 2.92E-04, 2.58E-04, 2.29E-04, 2.34E-04, 2.08E-04, 1.87E-04, 1.68E-04, 1.52E-04, 1.38E-04, 1.40E-04, 1.28E-04, 1.17E-04, 1.07E-04, 9.90E-05, 0.00E+00, 0.00E+00
0.00E+00, 0.00E+00, 2.61E-05, 2.63E-05, 2.89E-05, 3.19E-05, 3.55E-05, 3.96E-05, 4.45E-05, 5.03E-05, 5.11E-05, 5.82E-05, 6.70E-05, 7.78E-05, 7.94E-05, 9.33E-05, 1.11E-04, 1.14E-04, 1.38E-04, 1.42E-04, 1.74E-04, 1.80E-04, 2.26E-04, 2.34E-04, 2.41E-04, 2.49E-04, 2.79E-04, 3.09E-04, 3.37E-04, 2.98E-04, 3.19E-04, 2.82E-04, 2.97E-04, 2.63E-04, 2.74E-04, 2.42E-04, 2.16E-04, 2.22E-04, 1.98E-04, 1.78E-04, 1.61E-04, 1.64E-04, 1.49E-04, 1.35E-04, 1.24E-04, 1.13E-04, 1.04E-04, 9.63E-05, 9.72E-05, 0.00E+00, 0.00E+00
0.00E+00, 0.00E+00, 0.00E+00, 2.67E-05, 2.94E-05, 3.25E-05, 3.61E-05, 3.66E-05, 4.09E-05, 4.60E-05, 5.20E-05, 5.94E-05, 6.04E-05, 6.96E-05, 8.09E-05, 8.26E-05, 9.72E-05, 1.16E-04, 1.19E-04, 1.44E-04, 1.48E-04, 1.52E-04, 1.87E-04, 1.93E-04, 1.99E-04, 2.04E-04, 2.27E-04, 2.49E-04, 2.70E-04, 2.43E-04, 2.59E-04, 2.74E-04, 2.44E-04, 2.55E-04, 2.27E-04, 2.03E-04, 2.10E-04, 1.88E-04, 1.70E-04, 1.74E-04, 1.57E-04, 1.43E-04, 1.30E-04, 1.19E-04, 1.21E-04, 1.11E-04, 1.02E-04, 9.45E-05, 0.00E+00, 0.00E+00, 0.00E+00
0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 2.74E-05, 3.02E-05, 3.34E-05, 3.72E-05, 4.16E-05, 4.21E-05, 4.75E-05, 5.38E-05, 6.15E-05, 6.25E-05, 7.21E-05, 8.40E-05, 8.57E-05, 1.01E-04, 1.03E-04, 1.23E-04, 1.27E-04, 1.30E-04, 1.57E-04, 1.62E-04, 1.66E-04, 1.71E-04, 1.88E-04, 2.05E-04, 2.21E-04, 2.01E-04, 2.14E-04, 2.26E-04, 2.03E-04, 2.12E-04, 1.91E-04, 1.98E-04, 1.78E-04, 1.62E-04, 1.66E-04, 1.50E-04, 1.37E-04, 1.25E-04, 1.27E-04, 1.17E-04, 1.07E-04, 9.91E-05, 9.17E-05, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00
0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 2.79E-05, 3.07E-05, 3.10E-05, 3.44E-05, 3.83E-05, 4.28E-05, 4.34E-05, 4.90E-05, 5.56E-05, 6.35E-05, 6.47E-05, 7.46E-05, 7.61E-05, 8.88E-05, 9.08E-05, 1.07E-04, 1.10E-04, 1.12E-04, 1.34E-04, 1.37E-04, 1.41E-04, 1.44E-04, 1.58E-04, 1.71E-04, 1.84E-04, 1.68E-04, 1.79E-04, 1.89E-04, 1.71E-04, 1.79E-04, 1.63E-04, 1.69E-04, 1.53E-04, 1.58E-04, 1.43E-04, 1.31E-04, 1.20E-04, 1.23E-04, 1.13E-04, 1.04E-04, 9.59E-05, 9.72E-05, 9.00E-05, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00
0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 2.86E-05, 3.15E-05, 3.49E-05, 3.53E-05, 3.94E-05, 4.41E-05, 4.47E-05, 5.05E-05, 5.73E-05, 5.83E-05, 6.68E-05, 7.71E-05, 7.86E-05, 8.03E-05, 9.37E-05, 9.58E-05, 9.79E-05, 1.16E-04, 1.18E-04, 1.21E-04, 1.24E-04, 1.34E-04, 1.45E-04, 1.55E-04, 1.43E-04, 1.52E-04, 1.60E-04, 1.46E-04, 1.53E-04, 1.59E-04, 1.45E-04, 1.33E-04, 1.37E-04, 1.25E-04, 1.15E-04, 1.18E-04, 1.08E-04, 1.00E-04, 1.02E-04, 9.41E-05, 8.72E-05, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00
0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 2.93E-05, 3.23E-05, 3.58E-05, 3.63E-05, 4.05E-05, 4.54E-05, 4.60E-05, 5.20E-05, 5.90E-05, 6.01E-05, 6.88E-05, 7.01E-05, 8.10E-05, 8.27E-05, 8.44E-05, 9.85E-05, 1.01E-04, 1.03E-04, 1.05E-04, 1.07E-04, 1.16E-04, 1.24E-04, 1.33E-04, 1.41E-04, 1.30E-04, 1.37E-04, 1.43E-04, 1.32E-04, 1.37E-04, 1.26E-04, 1.30E-04, 1.19E-04, 1.10E-04, 1.13E-04, 1.04E-04, 9.62E-05, 9.80E-05, 9.08E-05, 8.44E-05, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00
