0,0.016284575
1,0.033884552
2,0.029910888
3,0.027460374
4,0.025485508
5,0.023809506
6,0.022350831
7,0.021060797
8,0.019906746
9,0.01886524
10,0.017918682
11,0.017053423
12,0.01625861
13,0.015525438
14,0.014846651
15,0.014216185
16,0.013628917
17,0.013080473
18,0.012567089
19,0.012085501
20,0.011632857
21,0.011206655
22,0.010804681
23,0.010424975
24,0.010065787
25,0.009725551
26,0.009402861
27,0.009096449
28,0.008805169
29,0.00852798
30,0.008263937
31,0.008012178
32,0.007771913
33,0.007542422
34,0.007323041
35,0.00711316
36,0.006912217
37,0.006719694
38,0.00653511
39,0.00635802
40,0.006188013
41,0.006024705
42,0.005867739
43,0.005716783
44,0.005571528
45,0.005431683
46,0.005296979
47,0.005167161
48,0.005041992
49,0.004921251
50,0.004804726
51,0.004692222
52,0.004583554
53,0.004478548
54,0.004377039
55,0.004278873
56,0.004183903
57,0.004091991
58,0.004003007
59,0.003916828
60,0.003833336
61,0.00375242
62,0.003673975
63,0.003597903
64,0.003524107
65,0.003452499
66,0.003382992
67,0.003315506
68,0.003249963
69,0.003186289
70,0.003124415
71,0.003064274
72,0.003005802
73,0.002948937
74,0.002893623
75,0.002839804
76,0.002787426
77,0.002736439
78,0.002686795
79,0.002638448
80,0.002591353
81,0.002545467
82,0.002500751
83,0.002457164
84,0.002414671
85,0.002373234
86,0.002332821
87,0.002293397
88,0.002254931
89,0.002217393
90,0.002180753
91,0.002144984
92,0.002110059
93,0.002075951
94,0.002042636
95,0.002010089
96,0.001978289
97,0.001947211
98,0.001916836
99,0.001887141
100,0.001858109
101,0.001829718
102,0.001801952
103,0.001774791
104,0.001748219
105,0.001722219
106,0.001696775
107,0.001671872
108,0.001647495
109,0.001623629
110,0.001600261
111,0.001577376
112,0.001554963
113,0.001533008
114,0.001511499
115,0.001490424
116,0.001469772
117,0.001449533
118,0.001429694
119,0.001410247
120,0.001391181
121,0.001372486
122,0.001354152
123,0.001336172
124,0.001318536
125,0.001301235
126,0.001284261
127,0.001267607
128,0.001251264
129,0.001235225
130,0.001219482
131,0.001204029
132,0.001188858
133,0.001173963
134,0.001159337
135,0.001144974
136,0.001130868
137,0.001117013
138,0.001103403
139,0.001090032
140,0.001076896
141,0.001063988
142,0.001051304
143,0.001038838
144,0.001026586
145,0.001014543
146,0.001002704
147,0.000991064
148,0.00097962
149,0.000968368
150,0.000957302
151,0.000946419
152,0.000935715
153,0.000925187
154,0.00091483
155,0.00090464
156,0.000894615
157,0.000884751
158,0.000875045
159,0.000865493
160,0.000856092
161,0.000846839
162,0.00083773
163,0.000828764
164,0.000819937
165,0.000811247
166,0.00080269
167,0.000794264
168,0.000785966
169,0.000777794
170,0.000769745
171,0.000761818
172,0.000754008
173,0.000746315
174,0.000738736
175,0.000731269
176,0.000723912
177,0.000716662
178,0.000709517
179,0.000702477
180,0.000695537
181,0.000688698
182,0.000681956
183,0.00067531
184,0.000668758
185,0.000662299
186,0.000655931
187,0.000649651
188,0.00064346
189,0.000637354
190,0.000631332
191,0.000625394
192,0.000619536
193,0.000613759
194,0.00060806
195,0.000602438
196,0.000596892
197,0.000591421
198,0.000586022
199,0.000580695
200,0.123614978
